CustomerID,total_orders,total_revenue,last_purchase_date,recency,avg_order_value,R_score,F_score,M_score,RFM_score,segment,is_inactive,priority
13849,2,1537.9499999999998,2011-10-19 10:59:00,51,768.9749999999999,2,2,3,223,At Risk,0,Monitor
13850,1,1595.48,2011-08-02 14:04:00,128,1595.48,2,1,3,213,At Risk,1,Urgent Recovery
13851,3,2651.46,2011-09-05 12:36:00,95,883.82,2,3,4,234,Loyal Customers,1,Re-engage High Value
13853,1,1090.14,2011-10-13 14:18:00,56,1090.14,2,1,3,213,At Risk,0,Monitor
13854,25,8109.52,2011-12-01 09:06:00,8,324.3808,4,4,4,444,Champions,0,Protect
13856,3,388.5,2011-06-24 10:03:00,168,129.5,1,3,2,132,Loyal Customers,1,Re-engage High Value
13858,1,216.17,2011-10-13 16:17:00,56,216.17,2,1,1,211,At Risk,0,Monitor
13859,1,201.16,2011-01-17 16:14:00,325,201.16,1,1,1,111,At Risk,1,Urgent Recovery
13860,5,1245.9,2011-12-08 12:57:00,0,249.18,4,4,3,443,Champions,0,Protect
13862,8,2209.36,2011-11-21 16:24:00,17,276.17,4,4,4,444,Champions,0,Protect
13863,1,305.78,2011-04-06 10:20:00,247,305.78,1,1,1,111,At Risk,1,Urgent Recovery
13865,4,501.56,2011-10-12 13:31:00,57,125.39,2,3,2,232,Loyal Customers,0,Low Priority
13866,1,145.67000000000002,2011-09-26 14:54:00,73,145.67000000000002,2,1,1,211,At Risk,0,Monitor
13867,3,1015.2900000000001,2011-11-08 15:48:00,30,338.43,3,3,3,333,Loyal Customers,0,Low Priority
13868,2,3192.54,2011-12-02 16:32:00,6,1596.27,4,2,4,424,Others,0,Low Priority
13869,4,3104.95,2011-08-08 13:53:00,122,776.2375,2,3,4,234,Loyal Customers,1,Re-engage High Value
13870,8,2770.94,2011-12-07 13:23:00,1,346.3675,4,4,4,444,Champions,0,Protect
13871,13,6403.25,2011-11-17 10:49:00,22,492.5576923076923,3,4,4,344,Loyal Customers,0,Low Priority
13873,3,389.6,2011-08-12 10:08:00,119,129.86666666666667,2,3,2,232,Loyal Customers,1,Re-engage High Value
13874,1,540.45,2010-12-16 18:20:00,357,540.45,1,1,2,112,At Risk,1,Urgent Recovery
13875,5,1786.79,2011-10-17 09:36:00,53,357.358,2,4,4,244,Loyal Customers,0,Low Priority
13876,1,122.7,2011-10-07 10:22:00,63,122.7,2,1,1,211,At Risk,0,Monitor
13877,1,117.24,2011-09-14 15:49:00,85,117.24,2,1,1,211,At Risk,0,Monitor
13878,1,1281.53,2011-10-16 12:19:00,54,1281.53,2,1,3,213,At Risk,0,Monitor
13880,13,3219.77,2011-11-18 13:44:00,20,247.67461538461538,3,4,4,344,Loyal Customers,0,Low Priority
13881,20,17159.52,2011-12-06 12:50:00,3,857.976,4,4,4,444,Champions,0,Protect
13882,5,1191.13,2011-12-07 11:16:00,2,238.22600000000003,4,4,3,443,Champions,0,Protect
13883,5,2674.48,2011-11-29 10:45:00,10,534.896,4,4,4,444,Champions,0,Protect
13884,5,787.6,2011-12-02 16:30:00,6,157.52,4,4,3,443,Champions,0,Protect
13885,2,506.79999999999995,2011-06-03 15:07:00,188,253.39999999999998,1,2,2,122,At Risk,1,Urgent Recovery
13886,1,243.56,2011-09-29 13:17:00,70,243.56,2,1,1,211,At Risk,0,Monitor
13887,1,349.55,2011-05-19 17:22:00,203,349.55,1,1,2,112,At Risk,1,Urgent Recovery
13888,2,605.63,2011-08-12 10:13:00,119,302.815,2,2,2,222,At Risk,1,Urgent Recovery
13889,1,416.90000000000003,2011-09-08 09:13:00,92,416.90000000000003,2,1,2,212,At Risk,1,Urgent Recovery
13890,10,1883.81,2011-12-08 15:36:00,0,188.381,4,4,4,444,Champions,0,Protect
13892,4,632.9699999999999,2011-11-13 11:50:00,26,158.24249999999998,3,3,2,332,Loyal Customers,0,Low Priority
13893,1,821.1,2011-02-15 11:30:00,297,821.1,1,1,3,113,At Risk,1,Urgent Recovery
13894,3,564.62,2011-11-16 09:44:00,23,188.20666666666668,3,3,2,332,Loyal Customers,0,Low Priority
13895,4,2593.07,2011-11-11 16:57:00,27,648.2675,3,3,4,334,Loyal Customers,0,Low Priority
13897,1,311.16,2011-10-20 14:30:00,49,311.16,3,1,2,312,Others,0,Low Priority
13898,1,155.93,2011-01-18 10:28:00,325,155.93,1,1,1,111,At Risk,1,Urgent Recovery
13899,2,388.52,2011-11-23 13:40:00,15,194.26,4,2,2,422,Others,0,Low Priority
13900,3,740.95,2011-06-09 19:26:00,182,246.98333333333335,1,3,3,133,Loyal Customers,1,Re-engage High Value
13901,5,2867.2000000000003,2011-09-28 14:48:00,71,573.44,2,4,4,244,Loyal Customers,0,Low Priority
13904,2,332.64,2011-11-02 13:41:00,36,166.32,3,2,2,322,Others,0,Low Priority
13908,4,2369.55,2011-09-21 11:49:00,79,592.3875,2,3,4,234,Loyal Customers,0,Low Priority
13911,9,2580.91,2011-10-13 15:43:00,56,286.7677777777778,2,4,4,244,Loyal Customers,0,Low Priority
13914,2,626.45,2011-11-28 10:35:00,11,313.225,4,2,2,422,Others,0,Low Priority
13917,2,272.03999999999996,2011-10-21 09:56:00,49,136.01999999999998,3,2,1,321,Others,0,Low Priority
13918,2,1212.84,2011-10-21 12:25:00,49,606.42,3,2,3,323,Others,0,Low Priority
13919,2,384.81,2011-10-11 14:24:00,58,192.405,2,2,2,222,At Risk,0,Monitor
13922,1,172.25,2010-12-23 10:38:00,351,172.25,1,1,1,111,At Risk,1,Urgent Recovery
13923,1,351.13,2011-10-17 12:33:00,53,351.13,2,1,2,212,At Risk,0,Monitor
13924,6,1838.85,2011-12-08 09:39:00,1,306.47499999999997,4,4,4,444,Champions,0,Protect
13925,4,678.25,2011-09-08 12:47:00,92,169.5625,2,3,3,233,Loyal Customers,1,Re-engage High Value
13926,1,223.85000000000002,2011-11-16 13:16:00,22,223.85000000000002,3,1,1,311,Others,0,Low Priority
13927,1,348.99,2011-09-26 12:00:00,74,348.99,2,1,2,212,At Risk,0,Monitor
13928,4,464.57000000000005,2011-11-29 10:33:00,10,116.14250000000001,4,3,2,432,Loyal Customers,0,Low Priority
13929,2,842.65,2011-06-23 15:26:00,168,421.325,1,2,3,123,At Risk,1,Urgent Recovery
13930,2,337.34,2011-10-13 09:45:00,57,168.67,2,2,2,222,At Risk,0,Monitor
13931,2,1237.5300000000002,2011-09-05 10:12:00,95,618.7650000000001,2,2,3,223,At Risk,1,Urgent Recovery
13932,1,307.4,2011-02-18 12:02:00,294,307.4,1,1,1,111,At Risk,1,Urgent Recovery
13933,2,608.79,2011-08-22 14:03:00,108,304.395,2,2,2,222,At Risk,1,Urgent Recovery
13934,1,922.1,2011-03-21 08:39:00,263,922.1,1,1,3,113,At Risk,1,Urgent Recovery
13936,1,376.58,2011-06-13 08:47:00,179,376.58,1,1,2,112,At Risk,1,Urgent Recovery
13937,1,158.85,2011-06-23 16:35:00,168,158.85,1,1,1,111,At Risk,1,Urgent Recovery
13938,1,71.66,2011-11-04 14:37:00,34,71.66,3,1,1,311,Others,0,Low Priority
13939,3,568.55,2011-11-16 13:33:00,22,189.51666666666665,3,3,2,332,Loyal Customers,0,Low Priority
13940,4,839.14,2011-11-22 15:15:00,16,209.785,4,3,3,433,Loyal Customers,0,Low Priority
13941,5,5112.96,2011-11-18 09:43:00,21,1022.592,3,4,4,344,Loyal Customers,0,Low Priority
13946,3,561.57,2011-09-21 13:33:00,78,187.19000000000003,2,3,2,232,Loyal Customers,0,Low Priority
13947,1,90.6,2011-10-05 14:42:00,64,90.6,2,1,1,211,At Risk,0,Monitor
13948,1,102.0,2010-12-14 10:18:00,360,102.0,1,1,1,111,At Risk,1,Urgent Recovery
13949,6,2427.32,2011-12-07 09:35:00,2,404.55333333333334,4,4,4,444,Champions,0,Protect
13950,4,745.06,2011-11-28 14:44:00,10,186.265,4,3,3,433,Loyal Customers,0,Low Priority
13951,3,674.45,2011-06-16 16:43:00,175,224.8166666666667,1,3,2,132,Loyal Customers,1,Re-engage High Value
13952,2,3251.071,2011-05-06 09:00:00,217,1625.5355,1,2,4,124,At Risk,1,Urgent Recovery
13953,7,3515.68,2011-12-02 16:04:00,6,502.23999999999995,4,4,4,444,Champions,0,Protect
13954,2,439.91999999999996,2011-12-08 12:50:00,1,219.95999999999998,4,2,2,422,Others,0,Low Priority
13955,2,322.96,2011-07-08 17:19:00,153,161.48,1,2,2,122,At Risk,1,Urgent Recovery
13956,5,1026.42,2011-12-04 13:20:00,4,205.28400000000002,4,4,3,443,Champions,0,Protect
13959,3,598.2,2011-09-21 15:06:00,78,199.4,2,3,2,232,Loyal Customers,0,Low Priority
13960,2,230.22,2011-11-18 15:27:00,20,115.11,3,2,1,321,Others,0,Low Priority
13962,2,169.55,2011-11-18 08:47:00,21,84.775,3,2,1,321,Others,0,Low Priority
13963,4,664.54,2011-02-04 14:43:00,307,166.135,1,3,2,132,Loyal Customers,1,Re-engage High Value
13967,1,80.7,2011-07-17 12:02:00,145,80.7,1,1,1,111,At Risk,1,Urgent Recovery
13969,18,9053.94,2011-12-02 15:11:00,6,502.99666666666667,4,4,4,444,Champions,0,Protect
13971,8,2758.26,2011-11-21 12:06:00,18,344.7825,3,4,4,344,Loyal Customers,0,Low Priority
13972,2,190.25,2011-09-30 11:54:00,70,95.125,2,2,1,221,At Risk,0,Monitor
13973,1,264.7,2011-02-25 15:21:00,286,264.7,1,1,1,111,At Risk,1,Urgent Recovery
13974,1,413.59000000000003,2011-10-21 14:41:00,48,413.59000000000003,3,1,2,312,Others,0,Low Priority
13975,6,2526.28,2011-11-08 13:19:00,30,421.0466666666667,3,4,4,344,Loyal Customers,0,Low Priority
13976,1,357.98,2011-05-17 09:13:00,206,357.98,1,1,2,112,At Risk,1,Urgent Recovery
13978,2,196.79000000000002,2011-11-25 11:36:00,14,98.39500000000001,4,2,1,421,Others,0,Low Priority
13979,1,869.87,2011-09-27 13:32:00,72,869.87,2,1,3,213,At Risk,0,Monitor
13980,1,200.14,2011-10-10 13:34:00,59,200.14,2,1,1,211,At Risk,0,Monitor
13982,4,1871.81,2011-10-31 16:24:00,38,467.9525,3,3,4,334,Loyal Customers,0,Low Priority
13983,12,2603.43,2011-11-10 11:06:00,29,216.9525,3,4,4,344,Loyal Customers,0,Low Priority
13984,5,920.51,2011-11-13 12:38:00,26,184.102,3,4,3,343,Loyal Customers,0,Low Priority
13985,15,7060.13,2011-12-05 17:06:00,3,470.67533333333336,4,4,4,444,Champions,0,Protect
13986,1,320.46,2011-11-22 15:00:00,16,320.46,4,1,2,412,Others,0,Low Priority
13988,6,4147.96,2011-11-20 10:15:00,19,691.3266666666667,3,4,4,344,Loyal Customers,0,Low Priority
13989,2,1266.08,2011-10-05 09:47:00,65,633.04,2,2,3,223,At Risk,0,Monitor
13990,1,311.3,2011-05-10 15:19:00,212,311.3,1,1,2,112,At Risk,1,Urgent Recovery
13991,6,855.9699999999999,2011-11-27 16:18:00,11,142.66166666666666,4,4,3,443,Champions,0,Protect
13992,1,76.8,2011-11-09 15:23:00,29,76.8,3,1,1,311,Others,0,Low Priority
13993,9,3466.36,2011-10-28 09:06:00,42,385.1511111111111,3,4,4,344,Loyal Customers,0,Low Priority
13994,6,2313.14,2011-12-06 11:05:00,3,385.5233333333333,4,4,4,444,Champions,0,Protect
13995,5,1393.69,2011-11-24 14:22:00,14,278.738,4,4,3,443,Champions,0,Protect
13999,12,3901.81,2011-11-29 13:40:00,9,325.1508333333333,4,4,4,444,Champions,0,Protect
14000,1,635.66,2011-05-12 16:50:00,210,635.66,1,1,2,112,At Risk,1,Urgent Recovery
14001,3,2043.08,2011-10-25 10:31:00,45,681.0266666666666,3,3,4,334,Loyal Customers,0,Low Priority
14002,2,529.73,2011-07-28 15:55:00,133,264.865,2,2,2,222,At Risk,1,Urgent Recovery
14004,7,4582.64,2011-10-27 14:40:00,42,654.6628571428572,3,4,4,344,Loyal Customers,0,Low Priority
14005,5,2874.7200000000003,2011-11-30 12:41:00,9,574.9440000000001,4,4,4,444,Champions,0,Protect
14006,3,962.19,2011-08-16 09:39:00,115,320.73,2,3,3,233,Loyal Customers,1,Re-engage High Value
14009,2,695.61,2011-05-25 15:47:00,197,347.805,1,2,3,123,At Risk,1,Urgent Recovery
14012,1,328.8,2011-03-07 12:26:00,277,328.8,1,1,2,112,At Risk,1,Urgent Recovery
14013,3,473.02,2011-08-21 15:01:00,109,157.67333333333332,2,3,2,232,Loyal Customers,1,Re-engage High Value
14014,1,505.18,2011-09-23 13:18:00,76,505.18,2,1,2,212,At Risk,0,Monitor
14015,1,917.34,2011-10-18 10:02:00,52,917.34,2,1,3,213,At Risk,0,Monitor
14016,4,4341.21,2011-07-01 11:29:00,161,1085.3025,1,3,4,134,Loyal Customers,1,Re-engage High Value
14019,3,1421.61,2011-10-24 10:13:00,46,473.86999999999995,3,3,3,333,Loyal Customers,0,Low Priority
14020,2,642.8,2011-11-23 09:22:00,16,321.4,4,2,2,422,Others,0,Low Priority
14021,3,631.9,2011-07-07 15:46:00,154,210.63333333333333,1,3,2,132,Loyal Customers,1,Re-engage High Value
14022,1,440.0,2011-04-28 14:39:00,224,440.0,1,1,2,112,At Risk,1,Urgent Recovery
14023,2,584.0699999999999,2011-12-02 13:58:00,6,292.03499999999997,4,2,2,422,Others,0,Low Priority
14024,2,327.7,2011-08-10 11:30:00,121,163.85,2,2,2,222,At Risk,1,Urgent Recovery
14027,1,104.82,2011-10-10 09:01:00,60,104.82,2,1,1,211,At Risk,0,Monitor
14029,2,467.65999999999997,2011-10-07 14:46:00,62,233.82999999999998,2,2,2,222,At Risk,0,Monitor
14030,8,2360.09,2011-11-21 16:48:00,17,295.01125,4,4,4,444,Champions,0,Protect
14031,19,17286.86,2011-12-02 17:13:00,6,909.8347368421053,4,4,4,444,Champions,0,Protect
14032,11,2975.59,2011-12-07 15:23:00,1,270.5081818181818,4,4,4,444,Champions,0,Protect
14034,3,651.8199999999999,2011-11-17 14:02:00,21,217.2733333333333,3,3,2,332,Loyal Customers,0,Low Priority
14035,5,1428.02,2011-11-11 10:03:00,28,285.604,3,4,3,343,Loyal Customers,0,Low Priority
14036,1,626.65,2011-02-28 09:26:00,284,626.65,1,1,2,112,At Risk,1,Urgent Recovery
14037,2,147.2,2011-06-16 13:57:00,175,73.6,1,2,1,121,At Risk,1,Urgent Recovery
14038,3,1560.38,2011-09-22 13:37:00,77,520.1266666666667,2,3,3,233,Loyal Customers,0,Low Priority
14039,1,152.2,2011-11-06 13:48:00,32,152.2,3,1,1,311,Others,0,Low Priority
14040,12,3614.92,2011-10-30 12:42:00,40,301.24333333333334,3,4,4,344,Loyal Customers,0,Low Priority
14041,1,141.41,2011-03-18 13:25:00,265,141.41,1,1,1,111,At Risk,1,Urgent Recovery
14044,4,652.82,2011-11-13 12:05:00,26,163.205,3,3,2,332,Loyal Customers,0,Low Priority
14045,4,1659.75,2011-08-22 15:27:00,108,414.9375,2,3,3,233,Loyal Customers,1,Re-engage High Value
14046,1,154.99,2011-02-28 14:48:00,283,154.99,1,1,1,111,At Risk,1,Urgent Recovery
14047,5,1308.6100000000001,2011-12-01 11:43:00,8,261.72200000000004,4,4,3,443,Champions,0,Protect
14048,1,409.93,2011-02-07 14:53:00,304,409.93,1,1,2,112,At Risk,1,Urgent Recovery
14049,4,5681.719999999999,2011-11-23 12:20:00,16,1420.4299999999998,4,3,4,434,Loyal Customers,0,Low Priority
14050,2,746.36,2011-11-08 10:00:00,31,373.18,3,2,3,323,Others,0,Low Priority
14051,23,15610.390000000001,2011-12-09 10:20:00,0,678.7126086956522,4,4,4,444,Champions,0,Protect
14052,1,225.36,2011-11-20 12:30:00,19,225.36,3,1,1,311,Others,0,Low Priority
14053,2,260.25,2011-08-07 14:27:00,123,130.125,2,2,1,221,At Risk,1,Urgent Recovery
14054,1,92.46,2011-10-05 15:49:00,64,92.46,2,1,1,211,At Risk,0,Monitor
14055,1,725.6400000000001,2011-08-25 15:04:00,105,725.6400000000001,2,1,3,213,At Risk,1,Urgent Recovery
14056,23,8214.65,2011-12-08 13:36:00,0,357.1586956521739,4,4,4,444,Champions,0,Protect
14057,17,6217.96,2011-11-16 10:32:00,23,365.76235294117646,3,4,4,344,Loyal Customers,0,Low Priority
14059,1,183.6,2011-03-18 10:06:00,266,183.6,1,1,1,111,At Risk,1,Urgent Recovery
14060,19,6140.42,2011-12-05 12:29:00,4,323.18,4,4,4,444,Champions,0,Protect
14062,12,10464.85,2011-11-30 10:04:00,9,872.0708333333333,4,4,4,444,Champions,0,Protect
14064,5,1353.7399999999998,2011-11-10 13:14:00,28,270.74799999999993,3,4,3,343,Loyal Customers,0,Low Priority
14066,1,152.55,2011-03-18 12:21:00,266,152.55,1,1,1,111,At Risk,1,Urgent Recovery
14067,2,374.7,2011-10-07 10:21:00,63,187.35,2,2,2,222,At Risk,0,Monitor
14068,1,265.85,2011-01-23 16:02:00,319,265.85,1,1,1,111,At Risk,1,Urgent Recovery
14071,8,1438.82,2011-12-06 12:27:00,3,179.8525,4,4,3,443,Champions,0,Protect
14073,1,151.04,2011-11-07 15:49:00,31,151.04,3,1,1,311,Others,0,Low Priority
14075,3,942.26,2011-12-05 08:38:00,4,314.08666666666664,4,3,3,433,Loyal Customers,0,Low Priority
14076,1,122.47,2011-08-02 15:19:00,128,122.47,2,1,1,211,At Risk,1,Urgent Recovery
14077,5,499.41999999999996,2011-10-30 12:35:00,40,99.88399999999999,3,4,2,342,Loyal Customers,0,Low Priority
14078,6,1049.37,2011-08-30 12:16:00,101,174.89499999999998,2,4,3,243,Loyal Customers,1,Re-engage High Value
14079,1,375.1,2011-08-07 12:10:00,124,375.1,2,1,2,212,At Risk,1,Urgent Recovery
14080,1,45.599999999999994,2011-11-07 11:09:00,32,45.599999999999994,3,1,1,311,Others,0,Low Priority
14081,2,934.52,2011-02-10 16:17:00,301,467.26,1,2,3,123,At Risk,1,Urgent Recovery
14082,1,182.25,2010-12-10 11:02:00,364,182.25,1,1,1,111,At Risk,1,Urgent Recovery
14083,9,1018.4300000000001,2011-12-05 13:14:00,3,113.1588888888889,4,4,3,443,Champions,0,Protect
14085,18,4448.54,2011-12-07 13:46:00,1,247.14111111111112,4,4,4,444,Champions,0,Protect
14087,1,194.42,2011-12-07 12:41:00,2,194.42,4,1,1,411,Others,0,Low Priority
14088,13,50491.81,2011-11-29 16:16:00,9,3883.9853846153846,4,4,4,444,Champions,0,Protect
14089,1,161.0,2011-10-14 10:38:00,56,161.0,2,1,1,211,At Risk,0,Monitor
14090,1,76.32000000000001,2011-01-19 10:51:00,324,76.32000000000001,1,1,1,111,At Risk,1,Urgent Recovery
14092,14,4076.91,2011-12-02 12:13:00,7,291.2078571428571,4,4,4,444,Champions,0,Protect
14093,1,442.85,2011-11-27 16:27:00,11,442.85,4,1,2,412,Others,0,Low Priority
14096,17,65164.79,2011-12-05 17:17:00,3,3833.2229411764706,4,4,4,444,Champions,0,Protect
14098,1,147.35,2011-11-03 10:13:00,36,147.35,3,1,1,311,Others,0,Low Priority
14099,11,3104.17,2011-11-23 13:53:00,15,282.1972727272727,4,4,4,444,Champions,0,Protect
14100,1,194.9,2011-07-25 11:01:00,137,194.9,2,1,1,211,At Risk,1,Urgent Recovery
14101,6,5976.79,2011-09-27 12:28:00,73,996.1316666666667,2,4,4,244,Loyal Customers,0,Low Priority
14102,5,1360.28,2011-12-04 15:38:00,4,272.056,4,4,3,443,Champions,0,Protect
14104,2,216.20999999999998,2011-07-08 12:50:00,154,108.10499999999999,1,2,1,121,At Risk,1,Urgent Recovery
14105,1,1266.23,2011-04-14 17:58:00,238,1266.23,1,1,3,113,At Risk,1,Urgent Recovery
14107,7,2703.23,2011-10-19 12:12:00,51,386.17571428571426,2,4,4,244,Loyal Customers,0,Low Priority
14108,2,597.91,2011-11-09 10:41:00,30,298.955,3,2,2,322,Others,0,Low Priority
14109,1,144.2,2011-09-28 10:18:00,72,144.2,2,1,1,211,At Risk,0,Monitor
14110,12,5683.150000000001,2011-12-06 12:26:00,3,473.59583333333336,4,4,4,444,Champions,0,Protect
14111,4,692.85,2011-11-25 13:44:00,13,173.2125,4,3,3,433,Loyal Customers,0,Low Priority
14112,7,2915.15,2011-11-17 12:30:00,22,416.45,3,4,4,344,Loyal Customers,0,Low Priority
14113,4,1840.42,2011-12-06 12:18:00,3,460.105,4,3,4,434,Loyal Customers,0,Low Priority
14114,2,386.53,2011-03-11 09:42:00,273,193.265,1,2,2,122,At Risk,1,Urgent Recovery
14116,5,1382.74,2011-11-20 10:29:00,19,276.548,3,4,3,343,Loyal Customers,0,Low Priority
14117,1,90.0,2011-07-19 09:49:00,143,90.0,1,1,1,111,At Risk,1,Urgent Recovery
14121,4,2780.15,2011-12-06 12:19:00,3,695.0375,4,3,4,434,Loyal Customers,0,Low Priority
14124,1,419.58000000000004,2011-09-16 13:32:00,83,419.58000000000004,2,1,2,212,At Risk,0,Monitor
14125,3,2740.43,2011-11-29 12:47:00,10,913.4766666666666,4,3,4,434,Loyal Customers,0,Low Priority
14126,3,706.1300000000001,2011-12-02 11:45:00,7,235.3766666666667,4,3,3,433,Loyal Customers,0,Low Priority
14127,3,709.71,2011-08-09 10:49:00,122,236.57000000000002,2,3,3,233,Loyal Customers,1,Re-engage High Value
14128,2,637.5,2011-10-10 12:00:00,60,318.75,2,2,2,222,At Risk,0,Monitor
14129,5,1123.8600000000001,2011-12-08 11:02:00,1,224.77200000000002,4,4,3,443,Champions,0,Protect
14130,1,483.86,2011-01-24 16:05:00,318,483.86,1,1,2,112,At Risk,1,Urgent Recovery
14132,11,3586.0299999999997,2011-12-07 13:35:00,1,326.00272727272727,4,4,4,444,Champions,0,Protect
14133,3,605.64,2011-08-02 11:34:00,129,201.88,2,3,2,232,Loyal Customers,1,Re-engage High Value
14135,15,4690.31,2011-12-08 11:38:00,1,312.68733333333336,4,4,4,444,Champions,0,Protect
14138,2,982.3800000000001,2011-12-08 12:44:00,1,491.19000000000005,4,2,3,423,Others,0,Low Priority
14139,1,415.82,2011-10-24 13:34:00,45,415.82,3,1,2,312,Others,0,Low Priority
14140,2,935.05,2011-12-06 09:05:00,3,467.525,4,2,3,423,Others,0,Low Priority
14141,4,915.1300000000001,2011-12-07 09:53:00,2,228.78250000000003,4,3,3,433,Loyal Customers,0,Low Priority
14142,1,311.81,2010-12-01 16:33:00,372,311.81,1,1,2,112,At Risk,1,Urgent Recovery
14143,1,115.8,2011-07-29 09:48:00,133,115.8,2,1,1,211,At Risk,1,Urgent Recovery
14145,4,3742.2,2011-10-24 12:10:00,46,935.55,3,3,4,334,Loyal Customers,0,Low Priority
14146,5,4191.0,2011-12-01 10:18:00,8,838.2,4,4,4,444,Champions,0,Protect
14147,2,483.40000000000003,2011-09-22 18:10:00,77,241.70000000000002,2,2,2,222,At Risk,0,Monitor
14148,1,157.2,2011-04-20 12:02:00,233,157.2,1,1,1,111,At Risk,1,Urgent Recovery
14149,1,446.62,2011-05-03 09:44:00,220,446.62,1,1,2,112,At Risk,1,Urgent Recovery
14150,2,658.6400000000001,2011-11-04 10:05:00,35,329.32000000000005,3,2,2,322,Others,0,Low Priority
14152,2,621.29,2011-09-25 12:54:00,74,310.645,2,2,2,222,At Risk,0,Monitor
14154,2,1345.62,2011-04-14 16:26:00,238,672.81,1,2,3,123,At Risk,1,Urgent Recovery
14155,1,118.75,2011-03-18 14:13:00,265,118.75,1,1,1,111,At Risk,1,Urgent Recovery
14156,55,117379.63,2011-11-30 10:54:00,9,2134.175090909091,4,4,4,444,Champions,0,Protect
14157,2,432.88,2011-11-20 11:32:00,19,216.44,3,2,2,322,Others,0,Low Priority
14158,1,507.66,2011-10-30 15:08:00,39,507.66,3,1,2,312,Others,0,Low Priority
14159,11,4693.01,2011-11-20 12:36:00,19,426.6372727272728,3,4,4,344,Loyal Customers,0,Low Priority
14161,3,1110.52,2011-05-08 11:41:00,215,370.17333333333335,1,3,3,133,Loyal Customers,1,Re-engage High Value
14162,2,289.36,2011-06-19 11:36:00,173,144.68,1,2,1,121,At Risk,1,Urgent Recovery
14163,4,2445.91,2011-09-13 15:18:00,86,611.4775,2,3,4,234,Loyal Customers,0,Low Priority
14164,2,1631.77,2011-09-30 12:24:00,70,815.885,2,2,3,223,At Risk,0,Monitor
14165,1,122.53999999999999,2011-03-09 12:39:00,275,122.53999999999999,1,1,1,111,At Risk,1,Urgent Recovery
14167,4,574.84,2011-10-31 14:29:00,38,143.71,3,3,2,332,Loyal Customers,0,Low Priority
14171,1,363.79,2011-09-02 16:43:00,97,363.79,2,1,2,212,At Risk,1,Urgent Recovery
14173,4,450.84000000000003,2011-11-29 11:54:00,10,112.71000000000001,4,3,2,432,Loyal Customers,0,Low Priority
14174,1,134.46,2011-11-06 13:17:00,32,134.46,3,1,1,311,Others,0,Low Priority
14175,3,3222.3,2011-10-11 11:55:00,59,1074.1000000000001,2,3,4,234,Loyal Customers,0,Low Priority
14176,4,576.9000000000001,2011-02-15 13:12:00,296,144.22500000000002,1,3,2,132,Loyal Customers,1,Re-engage High Value
14177,4,559.41,2011-09-14 15:11:00,85,139.8525,2,3,2,232,Loyal Customers,0,Low Priority
14178,7,1620.93,2011-12-01 12:01:00,8,231.5614285714286,4,4,3,443,Champions,0,Protect
14179,2,719.7800000000001,2011-10-30 12:07:00,40,359.89000000000004,3,2,3,323,Others,0,Low Priority
14180,25,4748.52,2011-11-29 10:56:00,10,189.94080000000002,4,4,4,444,Champions,0,Protect
14184,1,452.89,2011-10-04 12:43:00,66,452.89,2,1,2,212,At Risk,0,Monitor
14185,1,197.65,2011-01-12 13:52:00,330,197.65,1,1,1,111,At Risk,1,Urgent Recovery
14188,6,2054.36,2011-11-09 12:45:00,30,342.3933333333334,3,4,4,344,Loyal Customers,0,Low Priority
14189,15,4654.08,2011-12-07 15:55:00,1,310.272,4,4,4,444,Champions,0,Protect
14191,13,4684.76,2011-12-08 09:23:00,1,360.36615384615385,4,4,4,444,Champions,0,Protect
14193,2,853.39,2011-10-03 09:34:00,67,426.695,2,2,3,223,At Risk,0,Monitor
14194,21,11349.52,2011-12-05 10:38:00,4,540.4533333333334,4,4,4,444,Champions,0,Protect
14195,2,1012.0,2011-05-22 10:29:00,201,506.0,1,2,3,123,At Risk,1,Urgent Recovery
14196,1,335.52,2011-08-25 10:25:00,106,335.52,2,1,2,212,At Risk,1,Urgent Recovery
14198,4,701.4000000000001,2011-11-21 16:35:00,17,175.35000000000002,4,3,3,433,Loyal Customers,0,Low Priority
14199,1,185.39999999999998,2011-05-05 13:44:00,217,185.39999999999998,1,1,1,111,At Risk,1,Urgent Recovery
14201,7,747.44,2011-10-10 13:27:00,59,106.77714285714286,2,4,3,243,Loyal Customers,0,Low Priority
14204,1,161.03,2011-12-07 13:38:00,1,161.03,4,1,1,411,Others,0,Low Priority
14205,2,466.70000000000005,2011-11-23 10:55:00,16,233.35000000000002,4,2,2,422,Others,0,Low Priority
14206,1,328.15999999999997,2011-04-14 16:38:00,238,328.15999999999997,1,1,2,112,At Risk,1,Urgent Recovery
14208,1,151.74,2011-09-06 12:48:00,94,151.74,2,1,1,211,At Risk,1,Urgent Recovery
14209,6,2073.4300000000003,2011-11-29 10:18:00,10,345.5716666666667,4,4,4,444,Champions,0,Protect
14210,6,1905.8400000000001,2011-08-26 12:36:00,105,317.64000000000004,2,4,4,244,Loyal Customers,1,Re-engage High Value
14211,9,2241.1,2011-10-17 13:23:00,52,249.0111111111111,2,4,4,244,Loyal Customers,0,Low Priority
14212,1,1070.48,2011-09-11 12:45:00,89,1070.48,2,1,3,213,At Risk,0,Monitor
14214,5,1004.38,2011-11-09 10:31:00,30,200.876,3,4,3,343,Loyal Customers,0,Low Priority
